datetime,total_energy,coal,petroleum,natural gas,bioenergy & waste,elec_nuclear,elec_renewable,elec_import,temp,wind,sun,rain
2009-12-01,21.84,3.06,5.91,10.88,0.64,1.27,0.11,-0.03,3.0854070660522313,7.5862,1.9989932938334736,68.06486607652545
2010-01-01,23.330000000000002,3.71,5.67,11.8,0.69,1.42,0.1,-0.06,1.495007680491551,7.877500000000001,1.8767686518837927,61.31452479823075
2010-02-01,21.290000000000003,3.24,5.81,10.3,0.69,1.23,0.07,-0.05,2.750170068027212,6.442699999999999,2.1411527446850234,59.96653795337465
2010-03-01,20.46,2.61,5.89,9.79,0.69,1.42,0.1,-0.04,6.097926267281115,8.585899999999999,4.049848086851803,73.38925398541663
2010-04-01,17.13,2.2,5.77,7.36,0.57,1.15,0.08,0.0,8.876984126984118,7.9018999999999995,6.858118032666884,88.29084210485168
2010-05-01,16.339999999999996,2.11,5.88,6.69,0.57,0.99,0.06,0.04,10.791321044546862,6.7252,6.855168072291649,32.423890253204725
2010-06-01,14.270000000000001,2.04,5.54,5.02,0.57,0.97,0.05,0.08,15.277936507936493,6.557399999999998,7.947981287962771,32.46554937316371
2010-07-01,14.32,2.22,5.69,4.68,0.56,0.98,0.1,0.09,17.01536098310294,9.007499999999999,5.2295893718780855,154.0551115531112
2010-08-01,14.51,1.89,5.97,4.89,0.56,1.0,0.09,0.11,15.349385560675874,7.569399999999999,4.912164030907614,90.8588083384525
2010-09-01,15.099999999999998,2.31,5.85,5.29,0.56,0.93,0.12,0.04,13.958412698412697,8.5133,4.46617270331684,129.22001638611357
2010-10-01,17.589999999999996,2.85,5.74,6.86,0.71,1.31,0.15,-0.03,10.398003072196628,8.7516,3.5853231849708798,137.5214515407369
2010-11-01,20.58,3.32,6.15,9.12,0.71,1.11,0.15,0.02,5.378968253968253,8.930399999999999,2.2251363666470425,119.26846390778847
2010-12-01,24.410000000000004,4.12,6.28,11.76,0.71,1.41,0.1,0.03,-0.2701996927803377,6.1871,1.4273812252586837,41.89580696924279
2011-01-01,21.929999999999996,3.52,5.6,10.42,0.72,1.49,0.14,0.04,3.855990783410136,7.739300000000001,1.6848694413173746,130.61117056359075
2011-02-01,19.359999999999996,3.12,5.7,8.29,0.72,1.36,0.15,0.02,6.346598639455786,9.7566,1.806635051797659,181.500936578352
2011-03-01,19.66,3.39,5.54,8.32,0.72,1.55,0.11,0.03,6.7610599078341025,7.151,4.276407213616134,79.67851351702181
2011-04-01,15.700000000000001,1.97,5.71,5.77,0.58,1.48,0.13,0.06,11.665952380952367,7.818200000000001,7.307219062917321,74.44232857649041
2011-05-01,14.889999999999999,2.01,5.27,5.38,0.58,1.46,0.18,0.01,12.25522273425498,11.113,6.6901582301547755,188.91010949738688
2011-06-01,14.69,2.13,5.8,4.61,0.58,1.4,0.11,0.06,14.019206349206344,7.696199999999999,6.913525165134287,86.34241244431504
2011-07-01,14.149999999999999,1.9,5.61,4.57,0.6,1.28,0.1,0.09,15.312596006144402,6.7463,6.014396120657171,83.14716539781115
2011-08-01,14.04,2.05,5.47,4.5,0.6,1.23,0.11,0.08,15.434715821812595,7.189399999999999,4.835368643273541,131.56491152895222
2011-09-01,14.639999999999999,2.14,5.81,4.82,0.6,1.06,0.17,0.04,15.103015873015867,10.3523,5.12399640300347,194.38421433521142
2011-10-01,16.64,2.65,6.16,5.86,0.72,1.01,0.22,0.02,12.381182795698939,10.511700000000001,3.712617274987472,231.4445067473057
2011-11-01,18.06,3.56,5.78,6.75,0.72,1.05,0.21,-0.01,9.531825396825417,9.8999,2.0333348604509642,197.01845268441076
2011-12-01,19.87,3.82,5.36,8.36,0.72,1.25,0.26,0.1,5.921198156682017,12.4406,1.6294236818314232,310.1661065057991
2012-01-01,20.25,3.63,5.53,8.66,0.76,1.31,0.24,0.12,5.46874039938556,10.427404910458334,2.1411844008875582,163.4160991364783
2012-02-01,20.44,4.16,5.47,8.55,0.76,1.34,0.2,-0.04,4.388587848932674,8.782859982237811,2.5760465642604986,109.800846392717
2012-03-01,18.400000000000002,3.9,5.72,6.69,0.76,1.07,0.17,0.09,8.453917050086952,7.427085337200542,5.3380450808925115,54.96466390690198
2012-04-01,17.34,3.38,5.38,6.42,0.58,1.34,0.15,0.09,7.339444444444432,8.11272106056007,4.421777627637288,61.44200564926418
2012-05-01,16.1,3.06,5.53,5.33,0.58,1.36,0.14,0.1,11.592165898617509,7.367647577934415,6.124871083287841,76.07467673105383
2012-06-01,14.530000000000003,2.62,5.52,4.28,0.58,1.3,0.15,0.08,13.587777777777774,7.951254831202995,4.314484910880895,123.70096941602102
2012-07-01,14.13,2.8,5.36,3.92,0.57,1.22,0.14,0.12,15.389170506912443,7.050028593751757,5.353787449500559,111.77061745632503
2012-08-01,14.1,2.74,5.52,3.59,0.57,1.42,0.15,0.11,16.631182795698958,7.297673726574707,5.337502464864012,119.34264111587166
2012-09-01,14.87,3.05,5.74,3.91,0.57,1.25,0.23,0.12,13.180873015873011,9.057673900824032,5.470426291744419,124.4660633627393
2012-10-01,17.799999999999997,3.8,5.78,6.01,0.79,1.17,0.19,0.06,9.511827956989254,7.05938890200443,3.034475473478755,150.9318669480695
2012-11-01,18.599999999999998,3.61,5.4,7.4,0.79,1.07,0.24,0.09,6.651031746031744,8.228266534012343,2.313859682989083,172.12391949691786
2012-12-01,21.22,4.16,6.05,8.49,0.79,1.36,0.29,0.08,4.835330261136714,9.270071003788516,1.7671297151551255,188.07957672334302
2013-01-01,20.880000000000003,4.05,5.07,9.11,0.8,1.52,0.26,0.07,3.925576036866361,8.866217165244565,1.5651626802214906,155.50559461215812
2013-02-01,19.83,3.68,5.27,8.57,0.8,1.22,0.22,0.07,3.3813775510204045,7.992465852753702,2.4332977481983025,64.70523424115319
2013-03-01,20.880000000000006,4.03,5.23,9.23,0.8,1.26,0.23,0.1,2.9526881720430067,8.357968117994895,2.4528242663112505,34.178856265138535
2013-04-01,17.85,3.25,5.67,6.52,0.76,1.29,0.26,0.1,7.41015873015873,9.846858818702009,5.955072730459167,92.7904176759024
2013-05-01,15.809999999999999,3.0,5.6,5.06,0.76,1.03,0.25,0.11,10.551766513056833,9.093079845536408,6.304336112303834,102.25096591244757
2013-06-01,13.969999999999999,2.48,5.44,3.94,0.76,1.06,0.19,0.1,13.947222222222216,7.611450794239654,6.147089499286161,43.35766526850593
2013-07-01,13.620000000000003,2.58,5.33,3.39,0.66,1.37,0.14,0.15,18.2352534562212,6.393319252863871,8.474045437284536,62.78415549122704
2013-08-01,13.930000000000001,2.87,5.48,3.11,0.66,1.5,0.18,0.13,16.916129032258038,7.705255078524614,6.2696247314309925,86.34410704791163
2013-09-01,14.87,2.96,5.81,3.88,0.66,1.22,0.22,0.12,13.899126984126982,7.423584353535013,4.301856090721791,100.06418739292256
2013-10-01,16.350000000000005,3.22,5.71,4.87,0.81,1.3,0.34,0.1,12.471812596006115,9.34525234674491,2.881029100181101,194.6952856383293
2013-11-01,18.97,3.44,5.71,7.33,0.81,1.26,0.31,0.11,6.369682539682547,8.058522281429518,2.502419254870782,119.59738287942342
2013-12-01,19.279999999999998,3.49,5.46,7.61,0.81,1.41,0.42,0.08,6.396313364055297,12.508241723157173,1.7741073208788465,265.680309564601
2014-01-01,19.62,3.67,5.18,8.0,0.88,1.33,0.41,0.15,5.6493855606758885,10.632822622303724,1.7838531429934008,187.79470660648335
2014-02-01,18.270000000000003,3.24,5.33,7.15,0.88,1.11,0.42,0.14,6.270493197278917,13.186645953254184,3.3485601044193,192.58273638548565
2014-03-01,17.81,3.44,5.36,6.5,0.88,1.15,0.36,0.12,7.560215053763452,9.755052713371045,4.691432015355514,133.55065361392815
2014-04-01,15.650000000000002,2.89,5.42,4.88,0.81,1.23,0.27,0.15,10.11103174603176,8.199778779449245,5.2530361757105934,84.79221525294565
2014-05-01,14.640000000000002,2.43,5.29,4.48,0.81,1.25,0.23,0.15,12.258832565284154,7.483546006091876,5.838929756084764,119.57186822205288
2014-06-01,13.720000000000002,1.75,5.69,3.86,0.81,1.32,0.16,0.13,15.220396825396808,6.175870928389384,7.263359162017503,50.72097426578346
2014-07-01,13.33,1.6,5.41,3.88,0.81,1.27,0.19,0.17,17.595545314900153,6.879934182880586,7.468831814574452,78.83023037692713
2014-08-01,13.749999999999998,1.61,5.89,3.88,0.81,1.12,0.28,0.16,15.227112135176627,8.77230062161994,6.340108307386391,117.04429333489655
2014-09-01,14.08,2.52,5.6,3.83,0.81,1.01,0.17,0.14,14.895634920634924,5.484711256915521,4.597112097600211,24.948625359048016
2014-10-01,15.82,2.54,5.76,5.08,1.07,0.87,0.37,0.13,12.317665130568361,10.020628992238937,3.1789914159537305,224.80153584618088
2014-11-01,17.419999999999998,2.91,5.46,6.65,1.07,0.86,0.31,0.16,8.412936507936504,7.590060503362296,2.002511736776269,100.33597514508473
2014-12-01,19.44,2.9,5.63,7.93,1.07,1.32,0.44,0.15,5.486943164362511,10.301286005056195,2.26453720050821,205.51621431502437
2015-01-01,20.409999999999997,3.16,5.49,8.54,1.13,1.46,0.49,0.14,4.777188940092164,12.305453514149319,2.2353788018361853,239.78188418323253
2015-02-01,19.259999999999998,2.89,5.51,7.95,1.13,1.29,0.36,0.13,4.289795918367343,9.296496836585073,3.1470907655177607,114.98134831460676
2015-03-01,18.78,3.0,5.48,7.35,1.13,1.25,0.42,0.15,6.331259600614448,10.563320684365682,4.432794232263259,168.03000864304238
2015-04-01,15.88,2.29,5.6,5.32,0.93,1.24,0.34,0.16,9.086269841269845,7.7563133849692045,7.082956322488444,75.43051570152693
2015-05-01,14.77,1.79,5.48,4.72,0.93,1.26,0.43,0.16,10.863594470046065,9.945273920003917,5.866200143495663,153.50725439354656
2015-06-01,13.63,1.6,5.49,3.89,0.93,1.22,0.34,0.16,14.006666666666668,8.356012847006916,7.50889670525838,85.91428406799194
2015-07-01,13.48,1.53,5.65,3.63,0.89,1.27,0.34,0.17,15.721198156682016,8.38241074492982,6.059147205629184,124.76585422068568
2015-08-01,13.59,1.58,5.8,3.63,0.89,1.2,0.32,0.17,15.923041474654402,7.961966081815181,5.231114717642078,99.53552578507636
2015-09-01,14.08,1.55,5.69,4.32,0.89,1.18,0.28,0.17,12.746666666666657,6.9480837415777135,5.700258681845385,35.15111495246327
2015-10-01,16.31,2.14,5.76,5.43,1.2,1.36,0.29,0.13,10.881029185867899,6.712245860466778,2.9951720500007997,74.39450878709307
2015-11-01,17.14,1.91,5.58,6.55,1.2,1.3,0.48,0.12,9.492579365079374,10.95637064575641,1.3248903709035003,251.36726591760305
2015-12-01,17.689999999999998,1.69,5.88,6.77,1.2,1.44,0.56,0.15,9.507949308755773,13.360691098176606,1.1309983583377272,300.39259867473345
2016-01-01,18.98,1.68,5.37,8.68,1.28,1.31,0.5,0.16,5.681528417818746,10.816307152946663,1.698181949602025,215.6101417955548
2016-02-01,18.380000000000003,1.71,5.45,8.14,1.28,1.2,0.43,0.17,5.074548440065678,10.315948503309558,2.9579640907675335,167.80868641376142
2016-03-01,18.480000000000004,1.5,5.72,8.22,1.28,1.21,0.36,0.19,6.106298003072196,8.350782263093167,3.966732563229984,86.25377430205877
2016-04-01,16.18,0.91,5.7,6.79,1.1,1.14,0.38,0.16,7.5040476190476175,8.265336165176526,5.741150544120267,85.51302905043059
2016-05-01,14.19,0.72,5.63,5.01,1.1,1.19,0.38,0.16,12.165076923076928,7.989702197372228,6.460799387442088,80.51375528702894
2016-06-01,13.59,0.78,5.74,4.32,1.1,1.24,0.27,0.14,14.861269841269838,6.917617298655159,4.364186311933977,62.42839721156318
2016-07-01,13.16,0.67,5.7,3.98,0.94,1.37,0.35,0.15,16.70414746543779,7.737949156582271,6.323817544720387,118.50421845886702
2016-08-01,12.99,0.57,5.78,3.81,0.94,1.35,0.38,0.16,16.86113671274962,8.149338141581408,6.878525943304616,112.52261356749469
2016-09-01,13.479999999999999,0.75,5.84,4.13,0.94,1.33,0.39,0.1,15.787539682539686,8.930118344429065,4.417996780777221,171.75543990605678
2016-10-01,15.929999999999998,0.97,5.85,6.24,1.2,1.31,0.32,0.04,10.878955453149002,6.510823726241289,3.6053136144598135,48.67067292648071
2016-11-01,18.24,1.22,5.61,8.43,1.2,1.36,0.36,0.06,5.844206349206349,7.596273910478029,2.6645341013425305,101.39257556447835
2016-12-01,18.84,1.23,5.93,8.64,1.2,1.38,0.42,0.04,6.46658986175115,8.803784451079293,1.6474526967611873,129.5563443610901
2017-01-01,19.85,1.65,5.46,9.72,1.3,1.27,0.44,0.01,4.32826420890937,8.24211825823136,2.069591261591606,84.84555695687159
2017-02-01,17.91,1.31,5.8,7.68,1.3,1.25,0.48,0.09,6.221088435374151,10.227741735648403,1.995871619982484,142.47303127878112
2017-03-01,17.0,0.76,5.67,7.38,1.3,1.28,0.49,0.12,8.48824884792627,9.070740290619472,3.834734112062962,118.45123942934113
2017-04-01,15.42,0.55,5.93,6.0,1.16,1.16,0.45,0.17,9.017261904761906,8.371105817629974,6.03575326495199,42.128072625325835
2017-05-01,14.200000000000001,0.55,5.64,4.97,1.16,1.31,0.42,0.15,13.006944444444459,7.624345916782858,6.28868996132651,46.50041833881874
2017-06-01,13.280000000000001,0.52,5.79,3.85,1.16,1.36,0.47,0.13,15.909126984126983,8.94014778065034,6.35618022719409,128.256592079496
2017-07-01,13.07,0.47,5.83,3.89,1.06,1.26,0.4,0.16,16.464976958525344,7.836300655836562,5.879392411859823,97.10895844601703
2017-08-01,13.09,0.49,5.81,3.8,1.06,1.36,0.41,0.16,15.639400921658986,7.829488691510428,5.868932552443598,119.74708623443112
2017-09-01,14.060000000000004,0.7,5.94,4.48,1.06,1.29,0.46,0.13,13.5084126984127,8.172778117399622,3.799846643385128,126.57151658887027
2017-10-01,15.170000000000002,0.65,5.7,5.63,1.24,1.29,0.6,0.06,12.337173579109065,10.182520790193193,2.661435738112013,176.77669211210727
2017-11-01,18.0,1.24,5.96,7.86,1.24,1.15,0.55,0.0,6.9952380952380935,8.703664135536245,2.637034180543106,115.99931346395486
2017-12-01,19.549999999999994,1.42,5.97,9.1,1.24,1.15,0.59,0.08,5.051228878648234,9.17001674913172,1.8426724669282835,132.08407942908158
2018-01-01,19.12,0.81,5.57,9.36,1.33,1.2,0.67,0.18,5.250691244239629,10.485593282643737,1.916567402079238,182.48527310819708
2018-02-01,18.880000000000006,1.12,5.65,8.92,1.33,1.17,0.55,0.14,3.086564625850346,9.03999828890894,3.74196294862724,100.4888054180642
2018-03-01,18.92,1.42,5.48,8.75,1.33,1.23,0.57,0.14,4.890552995391705,9.444500253934585,2.7520464716393613,83.21168907470393
2018-04-01,15.87,0.59,5.91,6.23,1.28,1.18,0.53,0.15,9.544365079365082,8.509920373918714,4.27255116000696,79.82143911295184
2018-05-01,13.5,0.47,5.58,4.38,1.28,1.18,0.46,0.15,12.939247311827957,7.179178554265227,7.7912558231481555,48.055554995396385
2018-06-01,12.99,0.47,5.79,3.69,1.28,1.23,0.39,0.14,15.94531746031746,6.963996859349094,8.110348360622366,59.618356145282306
2018-07-01,12.83,0.4,5.72,3.73,1.23,1.23,0.35,0.17,18.701382488479258,6.448720561050102,8.708454094373954,70.8723217944241
2018-08-01,13.01,0.42,5.84,3.63,1.23,1.29,0.45,0.15,16.740476190476187,7.4691657584764855,5.583242931067216,102.32067560996322
2018-09-01,13.61,0.71,5.82,3.96,1.23,1.21,0.57,0.11,13.797380952380957,9.332386596600989,5.264335773613306,154.0338941249909
2018-10-01,15.309999999999999,0.63,5.56,5.92,1.52,0.99,0.61,0.08,10.707603686635942,8.805913785994422,4.423874431324714,167.01877145621094
2018-11-01,17.360000000000003,0.94,6.01,7.1,1.52,1.02,0.67,0.1,8.232698412698413,9.64233468423438,2.530373814271488,148.82391728465802
2018-12-01,18.11,0.73,5.89,8.07,1.52,1.13,0.63,0.14,6.813978494623656,8.988365016838094,1.3563754594612125,124.00474994590694
2019-01-01,19.389999999999997,0.85,5.74,9.6,1.45,1.05,0.59,0.11,4.236405529953917,7.998472163355533,1.7408933926068575,77.81440662065397
2019-02-01,16.66,0.54,5.51,7.39,1.45,0.98,0.6,0.19,6.885034013605442,9.210903841417723,4.363079110648725,96.94264211914629
2019-03-01,16.459999999999997,0.48,5.44,7.19,1.45,0.96,0.72,0.22,7.918663594470046,10.943244419088076,4.164105664021369,158.39803091774564
2019-04-01,15.380000000000003,0.48,5.8,6.06,1.3,1.05,0.55,0.14,9.070714285714297,7.920979286736632,5.779824462137767,31.25525090736222
2019-05-01,14.0,0.38,5.6,5.05,1.3,1.04,0.44,0.19,11.211981566820278,6.927816670654075,6.574293251429969,74.36787224327617
2019-06-01,12.900000000000002,0.39,5.67,4.15,1.3,0.72,0.51,0.16,14.349365079365079,7.971262845497982,5.710219308401118,75.50695315674473
2019-07-01,12.570000000000002,0.4,5.56,3.85,1.26,0.88,0.48,0.14,17.60030721966206,7.171506851888084,6.829994972884735,122.05021730287842
2019-08-01,12.340000000000002,0.4,5.61,3.35,1.26,0.98,0.61,0.13,17.074687500000007,8.129296621410221,6.713302829171887,207.22401370679614
2019-09-01,13.099999999999998,0.43,5.76,3.85,1.26,1.07,0.62,0.11,14.287936507936505,7.64678923838496,5.423063065585194,128.56294572870826
2019-10-01,15.89,0.48,5.75,6.18,1.58,1.14,0.65,0.11,10.133717357910905,7.73984744267354,2.654353650798043,154.40440615713428
2019-11-01,17.660000000000004,0.66,5.69,7.91,1.58,1.1,0.55,0.17,6.457063492063493,7.33304824610073,1.6728875041595523,58.81812511557969
2019-12-01,18.16,0.64,5.81,8.11,1.58,1.12,0.74,0.16,6.042549923195083,9.78745776821677,1.8967307395367552,207.60337630540926
2020-01-01,17.81,0.8,5.34,7.88,1.66,1.13,0.88,0.12,6.680414746543779,10.59094150029329,1.7981682899592895,216.9613625195248
2020-02-01,17.4,0.65,5.52,7.54,1.66,0.9,0.95,0.18,6.385057471264369,14.048308609634958,2.710191185074153,259.8325700593306
2020-03-01,16.58,0.49,5.11,7.54,1.66,0.76,0.82,0.2,6.792703533026112,10.164553251420365,5.217878971660099,138.30482836699625
2020-04-01,11.55,0.41,3.39,4.86,1.3,0.86,0.58,0.15,10.323255555555557,7.3943974598097295,7.809895364865863,24.14368587336796
2020-05-01,10.020000000000001,0.34,2.6,4.14,1.3,0.93,0.56,0.15,12.563517665130567,7.906963763084871,9.682834300331374,60.839805699502634
2020-06-01,9.940000000000001,0.36,3.12,3.78,1.3,0.74,0.56,0.08,15.092460317460315,8.078245174614183,6.178656144376757,98.87034199896948
2020-07-01,10.54,0.37,3.68,3.78,1.26,0.87,0.56,0.02,15.675422427035326,8.115375267543806,5.628861242237062,144.73098780175232
2020-08-01,10.84,0.38,4.19,3.64,1.26,0.7,0.55,0.12,17.21674347158218,7.6836795902822,5.2049636992545345,116.54060147220744
2020-09-01,11.569999999999999,0.42,4.39,4.05,1.26,0.76,0.62,0.07,13.98134920634921,8.027233683125592,5.412225198273904,129.66596371498235
2020-10-01,14.540000000000001,0.4,4.6,6.09,1.53,1.04,0.72,0.16,10.45353302611367,8.84189765320044,2.2143419128604664,203.16458998546705
2020-11-01,15.0,0.48,4.43,6.74,1.53,0.97,0.69,0.16,8.736190476190478,9.151127992241662,2.094818571133304,185.46515760110458
2020-12-01,16.74,0.54,4.3,8.46,1.53,1.06,0.72,0.13,5.274731182795699,8.571157942796898,1.5573274814482665,156.68009861116184
2021-01-01,17.870000000000005,0.69,3.97,9.74,1.65,0.98,0.67,0.17,3.291551459293395,7.503859538719054,1.4198465466501025,124.37216404462237
2021-02-01,15.53,0.5,3.78,7.9,1.65,0.75,0.76,0.19,5.130782312925171,11.380003339088075,2.6081815575309295,114.96820139791119
2021-03-01,15.299999999999999,0.45,3.9,7.67,1.65,0.76,0.69,0.18,7.344777265745007,8.854316114351167,3.750799855716493,153.61476739932692
2021-04-01,14.450000000000001,0.44,4.36,6.81,1.39,0.81,0.51,0.13,6.551031746031741,6.661914565775833,7.6483134109467645,18.42675789158505
2021-05-01,13.530000000000001,0.44,4.57,5.63,1.39,0.77,0.55,0.18,10.12027649769585,7.622069182553863,5.5585490016477594,61.56997028504933
2021-06-01,11.299999999999999,0.42,4.56,3.4,1.39,0.87,0.45,0.21,15.427857142857166,6.9916879493693544,6.3303263346484595,57.18698496679926
2021-07-01,11.299999999999999,0.47,4.47,3.73,1.28,0.75,0.36,0.24,17.645391705069102,5.649681988188156,6.113399732275757,37.70653492091674
2021-08-01,11.57,0.44,4.75,3.64,1.28,0.74,0.47,0.25,16.101459293394786,6.702070467784737,4.405334689305654,72.48974195015408
2021-09-01,12.05,0.46,4.87,4.04,1.28,0.79,0.44,0.17,15.919841269841253,6.54449978766881,4.591812126931544,118.88190233918291
2021-10-01,13.840000000000002,0.44,5.05,5.04,1.62,0.76,0.77,0.16,12.077956989247307,8.874163123719121,3.046775692745807,241.68236573146623
2021-11-01,16.080000000000002,0.54,4.99,7.19,1.62,0.93,0.71,0.1,7.839523809523806,8.723520762812234,2.36925677754885,102.51733912196488
2021-12-01,17.229999999999997,0.56,5.29,7.96,1.62,0.97,0.7,0.13,6.392165898617516,8.252364471951134,0.9967683841487611,115.44675938647937
2022-01-01,17.130000000000003,0.52,4.54,8.6,1.62,0.94,0.79,0.12,5.204608294930885,8.98704661704601,2.528076420415626,104.07317454431477
2022-02-01,15.590000000000002,0.49,4.88,6.68,1.62,0.79,0.97,0.16,6.835289115646252,13.218102206217818,3.0723319373471005,202.98081935777
2022-03-01,15.490000000000002,0.54,5.01,6.54,1.62,0.97,0.67,0.14,7.717511520737327,7.7675668137788705,5.684977104193652,47.40235253459537
2022-04-01,14.41,0.49,5.19,5.91,1.28,0.9,0.65,-0.01,9.13444444444443,7.432602096453859,6.303121413790331,55.80654532585107
2022-05-01,12.87,0.36,5.21,4.57,1.28,0.94,0.68,-0.17,13.00445468509984,8.50179041273709,5.617544819554057,104.0472283720613
2022-06-01,11.89,0.34,5.19,3.69,1.28,0.96,0.59,-0.16,15.129047619047615,8.083769290148815,7.693445573365321,76.61589804906164
2022-07-01,,,,,,,,,18.183256528417814,7.304641248861052,7.237369899756671,68.33050782618835
2022-08-01,,,,,,,,,18.315514592933944,6.5220373141146055,7.79750997436725,74.99974328595935
2022-09-01,,,,,,,,,,,,
2022-10-01,,,,,,,,,,,,
2022-11-01,,,,,,,,,,,,
2022-12-01,,,,,,,,,,,,
